District,Tehsil,Village
Bhilwara,Raipur,Parbati
Bhilwara,Raipur,Patiyon Ka Khera
Bhilwara,Raipur,Peetalpura
Bhilwara,Raipur,Peeth Ka Khera
Bhilwara,Raipur,Raipur
Bhilwara,Raipur,Rali Khera
Bhilwara,Raipur,Rama
Bhilwara,Raipur,Ranas
Bhilwara,Raipur,Rebariyon Ki Dhani
Bhilwara,Raipur,Rewara
Bhilwara,Raipur,Roopa Ka Khera
Bhilwara,Raipur,Sagreo
Bhilwara,Raipur,Sarewari
Bhilwara,Raipur,Sargoo
Bhilwara,Raipur,Semlat
Bhilwara,Raipur,Shivnadhpura
Bhilwara,Raipur,Singhpura
Bhilwara,Raipur,Sirodi
Bhilwara,Raipur,Suras
Bhilwara,Raipur,Tejya Kheri
Bhilwara,Raipur,Thala
Bhilwara,Raipur,Theekariyan
Bhilwara,Raipur,Thoriya Khera
Bhilwara,Raipur,Thoriya Khera
Bhilwara,Raipur,Tokra
Bhilwara,Raipur,Tolas
Bhilwara,Raipur,Toongach
Barmer,Chohtan,Aakal
Barmer,Chohtan,Aakora
Barmer,Chohtan,Aambawa
Barmer,Chohtan,Abdul Raheem Ka Tala
Barmer,Chohtan,Abdula Ka Tala
Barmer,Chohtan,Adarsh Dharasar
Barmer,Chohtan,Adarsh Kekad
Barmer,Chohtan,Adarsh Nagar
Barmer,Chohtan,Adarsh Sonri
Barmer,Chohtan,Adarsh Vishu Nagar
Barmer,Chohtan,Aeronwala
Barmer,Chohtan,Aginshah Ki Dhani
Barmer,Chohtan,Ahsan Ka Tala
Barmer,Chohtan,Aidan Ki Dhani
Barmer,Chohtan,Alamsar
Barmer,Chohtan,Ali Ki Basti
Barmer,Chohtan,Ali Ki Dhani
Barmer,Chohtan,Alisaron Ki Basti
Barmer,Chohtan,Alkhu Fakir Ki Basti
Barmer,Chohtan,Aloo Ka Tala
Barmer,Chohtan,Ambedkar Nagar
Barmer,Pachpadra,Aadampura
Barmer,Pachpadra,Aarmbha Goliya
Barmer,Pachpadra,Aieenath Nagar
Barmer,Pachpadra,Akarli Bakshiram
Barmer,Pachpadra,Akarli Dhansingh
Barmer,Pachpadra,Akarli Sutharon Ki Dhani
Barmer,Pachpadra,Alechari
Barmer,Pachpadra,Araba Chauhanan
Barmer,Pachpadra,Arawa Dudawatan
Barmer,Pachpadra,Arawa Nagnecha
Barmer,Pachpadra,Arawa Purohitan
Barmer,Pachpadra,Arawa Unda
Barmer,Pachpadra,Asara
Barmer,Pachpadra,Asotara
Barmer,Pachpadra,Badoo Ka Bara
Barmer,Pachpadra,Bagawas
Barmer,Pachpadra,Bagiya Charnan
Barmer,Pachpadra,Baglop
Barmer,Pachpadra,Bagnawas
Barmer,Pachpadra,Bagundi
Barmer,Pachpadra,Bajawas
Barmer,Pachpadra,Balaniya
Barmer,Pachpadra,Balau Jati
Barmer,Pachpadra,Balau Sansan
Barmer,Pachpadra,Bamani
Barmer,Pachpadra,Bamseen
Barmer,Pachpadra,Bandaron Ki Dhani
Barmer,Pachpadra,Baniyawas
Barmer,Pachpadra,Bankiyawas Kalan
Barmer,Pachpadra,Bankiyawas Khurd
Barmer,Pachpadra,Barla
Barmer,Pachpadra,Barnama Charnan
Barmer,Pachpadra,Barnama Jageer
Barmer,Pachpadra,Bedarlai
Barmer,Pachpadra,Bhagatlai
Barmer,Pachpadra,Bhagoniyon Ki Dhani
Barmer,Chohtan,Ambedkar Nagar
Barmer,Chohtan,Ami Mohammad Shahki Basti
Barmer,Chohtan,Amirgarh
Barmer,Chohtan,Amrawas
Barmer,Chohtan,Antiya
Barmer,Chohtan,Arbi Ki Gafan
Barmer,Chohtan,Arta
Barmer,Chohtan,Arti
Barmer,Chohtan,Azad Nagar
Barmer,Chohtan,Bachhla
Barmer,Chohtan,Bachhraoo
Barmer,Chohtan,Bachwal
Barmer,Chohtan,Badha
Barmer,Chohtan,Bagoniyon Ki Dhani
Barmer,Chohtan,Bajrangpura
Barmer,Chohtan,Bakhasar
Barmer,Chohtan,Balasar
Barmer,Chohtan,Bamarla
Barmer,Chohtan,Bamarlader
Barmer,Chohtan,Bamnor Ameershah
Barmer,Chohtan,Bamnor Bhanwarshah
Barmer,Chohtan,Banda Bera
Barmer,Chohtan,Bandhniya
Barmer,Chohtan,Baneniyon Ki Dhani
Barmer,Chohtan,Bankalsar
Barmer,Chohtan,Bankana
Barmer,Chohtan,Banon Ki Dhani
Barmer,Chohtan,Baotalai
Barmer,Chohtan,Bawarwala
Barmer,Chohtan,Bawri Kalan
Barmer,Chohtan,Beejasar
Barmer,Chohtan,Beelasar
Barmer,Chohtan,Beendoniyon Ki Dhani
Barmer,Chohtan,Beerron Ka Tala
Barmer,Chohtan,Beesasar
Barmer,Chohtan,Beniwalsar
Barmer,Chohtan,Bhabhoote Ki Dhani
Barmer,Chohtan,Bhaduoy Ka Tala
Barmer,Chohtan,Bhadupura
Barmer,Chohtan,Bhakhar Pura
Barmer,Chohtan,Bhalgaon
Barmer,Chohtan,Bhandariya
Barmer,Chohtan,Bhanwar
Barmer,Chohtan,Bhanwariya
Barmer,Chohtan,Bhara
Barmer,Chohtan,Bhara Gulmohmmad
Barmer,Chohtan,Bhariyon Ki Basti
Barmer,Chohtan,Bharon Ka Tala
Barmer,Chohtan,Bhawanipura
Barmer,Chohtan,Bheelon Ka Bas
Barmer,Chohtan,Bheemwas
Barmer,Chohtan,Bheruri
Barmer,Chohtan,Bhikhaneyonn Ki Dhani
Barmer,Chohtan,Bhilon Ka Tala
Barmer,Chohtan,Bhilon Ka Tala
Barmer,Chohtan,Bhilon Ka Tala
Barmer,Chohtan,Bhilon Ka Tala
Barmer,Chohtan,Bhiye Ki Beri
Barmer,Chohtan,Bhojawas
Barmer,Chohtan,Bhojriya
Barmer,Chohtan,Bhomasar
Barmer,Chohtan,Bhookransar
Barmer,Chohtan,Bhooniya
Barmer,Chohtan,Bijrar
Barmer,Chohtan,Bilalani
Barmer,Chohtan,Birdon Ka Tala
Barmer,Chohtan,Bisaraniya
Barmer,Chohtan,Boli
Barmer,Chohtan,Booth Rathoran
Barmer,Chohtan,Borla
Barmer,Pachpadra,Bhagvanpura
Barmer,Pachpadra,Bhakharsar
Barmer,Pachpadra,Bhakhri Khera
Barmer,Pachpadra,Bhandiyawas
Barmer,Pachpadra,Bheemarlai
Barmer,Pachpadra,Bheemarlai Station
Barmer,Pachpadra,Bhinda Kua
Barmer,Pachpadra,Bhom Sagar
Barmer,Pachpadra,Bithooja
Barmer,Pachpadra,Borawas
Barmer,Pachpadra,Botala Purohitan
Barmer,Pachpadra,Budiwara
Barmer,Pachpadra,Chak Charnan
Barmer,Pachpadra,Champa Beri
Barmer,Pachpadra,Chandesara
Barmer,Pachpadra,Chandiyon Ki Dhani
Barmer,Pachpadra,Chandrai
Barmer,Pachpadra,Chaukriya Ki Dhani
Barmer,Pachpadra,Chhachharlai Kalan
Barmer,Pachpadra,Chhachharlai Khurd
Barmer,Pachpadra,Chilanadi
Barmer,Pachpadra,Chirdani
Barmer,Pachpadra,Chiriyara
Barmer,Pachpadra,Chogapura
Barmer,Pachpadra,Daukiyon Ka Tala
Barmer,Pachpadra,Daukiyon Ki Dhani
Barmer,Pachpadra,Demon Ki Dhani
Barmer,Pachpadra,Deoriya
Barmer,Pachpadra,Dharmsar
Barmer,Pachpadra,Dhatarwalon Ki Dhani
Barmer,Pachpadra,Dhoondhali
Barmer,Pachpadra,Doli Kalan
Barmer,Pachpadra,Doli Khurd
Barmer,Pachpadra,Doli Rajguro
Barmer,Pachpadra,Doodhwa
Barmer,Pachpadra,Doodhwa Der
Barmer,Pachpadra,Doodhwa Malinath
Barmer,Pachpadra,Durgapura
Barmer,Pachpadra,Ekarli
Barmer,Pachpadra,Ganganiyon Ki Dhani
Barmer,Pachpadra,Gangapura
Barmer,Pachpadra,Gangawas
Barmer,Pachpadra,Gharoi Charnan
Barmer,Pachpadra,Gharoi Nadi
Barmer,Pachpadra,Gharoi Soda
Barmer,Pachpadra,Gharsika Bara
Barmer,Pachpadra,Godaron Ki Dhani
Barmer,Pachpadra,Godawas
Barmer,Pachpadra,Godawas Kalan
Barmer,Pachpadra,Gol Soda
Barmer,Pachpadra,Gol Station
Barmer,Pachpadra,Goliya Vida
Barmer,Pachpadra,Googri
Barmer,Pachpadra,Gopri
Barmer,Pachpadra,Gudnagar
Barmer,Pachpadra,Gundawari
Barmer,Pachpadra,Gwalnada
Barmer,Pachpadra,Haliyan
Barmer,Pachpadra,Hanumanpura
Barmer,Pachpadra,Hapanada
Barmer,Pachpadra,Hari Nagar
Barmer,Pachpadra,Harmat Nagar
Barmer,Pachpadra,Hempura
Barmer,Pachpadra,Himtani Bhabhuon Ki Dhani
Barmer,Pachpadra,Hotloo
Barmer,Pachpadra,Ikadani
Barmer,Pachpadra,Indira Nagar
Barmer,Pachpadra,Jagsa
Barmer,Pachpadra,Jamatnagar
Barmer,Pachpadra,Janiyana
Barmer,Pachpadra,Jasol
Barmer,Pachpadra,Jasti
Barmer,Pachpadra,Jawahar Pura
Barmer,Pachpadra,Jerla
Barmer,Pachpadra,Jogeshwar Mahadev
Barmer,Chohtan,Borla Jatan
Barmer,Chohtan,Budiyon Ka Tala
Barmer,Chohtan,Buran Ka Tala
Barmer,Chohtan,Chalkana
Barmer,Chohtan,Chamanpura
Barmer,Chohtan,Champa Beri
Barmer,Chohtan,Chandasani
Barmer,Chohtan,Chaukhapura
Barmer,Chohtan,Cheetradi
Barmer,Chohtan,Chhachhi Beri
Barmer,Chohtan,Chhota Bhojriya
Barmer,Chohtan,Chhota Hathala
Barmer,Chohtan,Chicharasar
Barmer,Chohtan,Chimnasar
Barmer,Chohtan,Chohtan
Barmer,Chohtan,Chohtan Aagor
Barmer,Chohtan,Chuli Doongri
Barmer,Chohtan,Darjion Ka Tala
Barmer,Chohtan,Dasoriya
Barmer,Chohtan,Daukiyon Ki Basti
Barmer,Chohtan,Dedoosar
Barmer,Chohtan,Deedawa
Barmer,Chohtan,Deengarh
Barmer,Chohtan,Deepla
Barmer,Chohtan,Deluon Ka Tala
Barmer,Chohtan,Deopura
Barmer,Chohtan,Devaniyon Ka Tala
Barmer,Chohtan,Devpura Kartiya
Barmer,Chohtan,Dhakon Ka Tala
Barmer,Chohtan,Dhanaoo
Barmer,Chohtan,Dhanoniyon Ka Tala
Barmer,Chohtan,Dharampuriji Ka Khoonta
Barmer,Chohtan,Dharasar
Barmer,Chohtan,Dheerasar
Barmer,Chohtan,Dhemba
Barmer,Chohtan,Dhok
Barmer,Chohtan,Dholkiya
Barmer,Chohtan,Dhurawa
Barmer,Chohtan,Dob Ki Beri
Barmer,Chohtan,Dudhadiyon Ka Tala
Barmer,Chohtan,Dudhwa Khurd
Barmer,Chohtan,Dungerpura
Barmer,Chohtan,Ekal
Barmer,Chohtan,Fakiron Ka Niwan
Barmer,Chohtan,Fitkariya
Barmer,Chohtan,Foosani Dalasar
Barmer,Chohtan,Gandhi Nagar
Barmer,Chohtan,Gangapur
Barmer,Chohtan,Gangasara
Barmer,Chohtan,Gangasariya
Barmer,Chohtan,Gangupura
Barmer,Chohtan,Ghoniya
Barmer,Chohtan,Gira
Barmer,Chohtan,Girdhari Ka Tala
Barmer,Chohtan,Godaron Ka Tala
Barmer,Chohtan,Godaron Ki Dhani
Barmer,Chohtan,Gohar Ka Tala
Barmer,Chohtan,Goliyar
Barmer,Chohtan,Gomrakh Dham
Barmer,Chohtan,Gora
Barmer,Chohtan,Goron Ka Tala
Barmer,Chohtan,Gorsiyon Ka Tala
Barmer,Chohtan,Guloniyon Ki Dhani
Barmer,Chohtan,Gumane Ka Tala
Barmer,Chohtan,Hajiyoniyo Ki Dhani
Barmer,Chohtan,Hanumanpur
Barmer,Chohtan,Hanumanpura
Barmer,Chohtan,Harchandaniyon Ki Dhani
Barmer,Chohtan,Hardanpura
Barmer,Chohtan,Harpaliya
Barmer,Chohtan,Harpuniyon Wala
Barmer,Chohtan,Hathla
Barmer,Chohtan,Hazi Jamasar
Barmer,Chohtan,Hazi Ka Tala
Barmer,Pachpadra,Junjaniyon Ki Dhani
Barmer,Pachpadra,Kabeer Nagar
Barmer,Pachpadra,Kalathal
Barmer,Pachpadra,Kalawa
Barmer,Pachpadra,Kalawa Nada
Barmer,Pachpadra,Kalawatsar
Barmer,Pachpadra,Kalewa
Barmer,Pachpadra,Kaloori
Barmer,Pachpadra,Kalwari
Barmer,Pachpadra,Kalyanpur
Barmer,Pachpadra,Kanana
Barmer,Pachpadra,Kanawas
Barmer,Pachpadra,Kankrala
Barmer,Pachpadra,Kanwarli
Barmer,Pachpadra,Kapoorari
Barmer,Pachpadra,Kapooriya
Barmer,Pachpadra,Karnisar
Barmer,Pachpadra,Kelankot
Barmer,Pachpadra,Kerli Nadi
Barmer,Pachpadra,Kesarpura
Barmer,Pachpadra,Khanora
Barmer,Pachpadra,Khar Ki Dhani
Barmer,Pachpadra,Kharanada
Barmer,Pachpadra,Khardi
Barmer,Pachpadra,Kharwa
Barmer,Pachpadra,Khattoo
Barmer,Pachpadra,Kheepali Khera
Barmer,Pachpadra,Kher
Barmer,Pachpadra,Khidupura
Barmer,Pachpadra,Kitnod
Barmer,Pachpadra,Kitpala
Barmer,Pachpadra,Koduka
Barmer,Pachpadra,Korna
Barmer,Pachpadra,Kuri
Barmer,Pachpadra,Kyar Charnan
Barmer,Pachpadra,Laachar
Barmer,Pachpadra,Lakhaniyon Ki Dhani
Barmer,Pachpadra,Loharo Ki Dhani
Barmer,Pachpadra,Lumbaniya Ki Dhani
Barmer,Pachpadra,Madpura
Barmer,Pachpadra,Mahadeo Nagar
Barmer,Pachpadra,Maliyon Ki Dhani
Barmer,Pachpadra,Mandapura
Barmer,Pachpadra,Mandawas
Barmer,Pachpadra,Mandli
Barmer,Pachpadra,Manjiwala
Barmer,Pachpadra,Mansar
Barmer,Pachpadra,Maulasar
Barmer,Pachpadra,Mediwasan
Barmer,Pachpadra,Meethi Beri
Barmer,Pachpadra,Meghawas
Barmer,Pachpadra,Mekaniyon Ki Dhani
Barmer,Pachpadra,Mekarna
Barmer,Pachpadra,Meraj Ki Beri
Barmer,Pachpadra,Mewa Nagar
Barmer,Pachpadra,Modau
Barmer,Pachpadra,Mohanpura
Barmer,Pachpadra,Moji Khan Ki Dhani
Barmer,Pachpadra,Mool Ki Dhani
Barmer,Pachpadra,Moolji Ki Dhani
Barmer,Pachpadra,Moongra
Barmer,Pachpadra,Morda
Barmer,Pachpadra,Mukanpura
Barmer,Pachpadra,Nagana
Barmer,Pachpadra,Nawatala
Barmer,Pachpadra,Nawora Bera
Barmer,Pachpadra,Naya Doodhwa
Barmer,Pachpadra,Nayagaon
Barmer,Pachpadra,Nayapura
Barmer,Pachpadra,Nehru Nagar
Barmer,Pachpadra,Nematpura
Barmer,Pachpadra,Nerli
Barmer,Pachpadra,Nevri Dhana
Barmer,Pachpadra,Newai
Barmer,Chohtan,Heerpura
Barmer,Chohtan,Hejam Ka Bhara
Barmer,Chohtan,Hejam Ka Tala
Barmer,Chohtan,Hemawas
Barmer,Chohtan,Hironion Ka Tala
Barmer,Chohtan,Hoodo Ka Tala
Barmer,Chohtan,Hudasar
Barmer,Chohtan,Huron Ka Tala
Barmer,Chohtan,Husain Ka Tala
Barmer,Chohtan,Ibre Ka Tala
Barmer,Chohtan,Ishwarpura
Barmer,Chohtan,Isrol
Barmer,Chohtan,Itada
Barmer,Chohtan,Itadiya
Barmer,Chohtan,Jairamderiya
Barmer,Chohtan,Jaisar
Barmer,Chohtan,Jakharo Ki Dhani
Barmer,Chohtan,Jakhron Ka Tala
Barmer,Chohtan,Jakhron Ka Tala
Barmer,Chohtan,Jakhron Ki Dhani
Barmer,Chohtan,Jaleela
Barmer,Chohtan,Jam Ka Tala
Barmer,Chohtan,Jambheswar Nagar
Barmer,Chohtan,Jamgarh
Barmer,Chohtan,Jandooyon Ka Tala
Barmer,Chohtan,Jani Ki Basti
Barmer,Chohtan,Janiyawala
Barmer,Chohtan,Janiyon Ki Basti
Barmer,Chohtan,Janpaliya
Barmer,Chohtan,Jasnath Nagar
Barmer,Chohtan,Jato Ki Dhani
Barmer,Chohtan,Jaton Ka Bera
Barmer,Chohtan,Jaton Ki Basti
Barmer,Chohtan,Jethmalpura
Barmer,Chohtan,Jhangiya
Barmer,Chohtan,Jharpa
Barmer,Chohtan,Joona Lakhwara
Barmer,Chohtan,Jorapura
Barmer,Chohtan,Kairnada
Barmer,Chohtan,Kaloo Ki Beri
Barmer,Chohtan,Kalyanpura
Barmer,Chohtan,Kananiyon Ki Basti
Barmer,Chohtan,Kankarala
Barmer,Chohtan,Kaprau
Barmer,Chohtan,Kartiya
Barmer,Chohtan,Kayam Ka Tala
Barmer,Chohtan,Kekar
Barmer,Chohtan,Kelnor
Barmer,Chohtan,Khairaj Ka Tala
Barmer,Chohtan,Kharader
Barmer,Chohtan,Kharawala
Barmer,Chohtan,Khari
Barmer,Chohtan,Khariya Der
Barmer,Chohtan,Khavala
Barmer,Chohtan,Kheechdon Ki Dhani
Barmer,Chohtan,Khempura
Barmer,Chohtan,Khera
Barmer,Chohtan,Khileriyon Ki Basti
Barmer,Chohtan,Kiphayat Nagar
Barmer,Chohtan,Kitnor Nadi
Barmer,Chohtan,Kitnoriya
Barmer,Chohtan,Konra
Barmer,Chohtan,Kothe Ka Tala
Barmer,Chohtan,Kottilani
Barmer,Chohtan,Krishan Ka Tala
Barmer,Chohtan,Krishanpura
Barmer,Chohtan,Kumbhoniyon Ka Tala
Barmer,Chohtan,Kundanpura
Barmer,Chohtan,Lachhiye Ka Tala
Barmer,Chohtan,Ladhusara
Barmer,Chohtan,Lakhasar
Barmer,Chohtan,Lakhe Ka Tala
Barmer,Chohtan,Lakhwara
Barmer,Chohtan,Lakrasar
Barmer,Chohtan,Leelsar
Barmer,Pachpadra,Newri
Barmer,Pachpadra,Nimbakhera
Barmer,Pachpadra,Nimbli
Barmer,Pachpadra,Okatiya Bera
Barmer,Pachpadra,Opji Ki Dhani
Barmer,Pachpadra,Pachpadra
Barmer,Pachpadra,Padiyaron Ki Dhani
Barmer,Pachpadra,Palapura
Barmer,Pachpadra,Panotrinadi
Barmer,Pachpadra,Paraliya Dhamt
Barmer,Pachpadra,Paraliya Sansan
Barmer,Pachpadra,Parloo
Barmer,Pachpadra,Patasar
Barmer,Pachpadra,Patau Kalan
Barmer,Pachpadra,Patau Khurd
Barmer,Pachpadra,Patiyal
Barmer,Pachpadra,Patodi
Barmer,Pachpadra,Pindaran
Barmer,Pachpadra,Pratapnagar
Barmer,Pachpadra,Rajeev Nagar
Barmer,Pachpadra,Rajeshwar Nagar
Barmer,Pachpadra,Rajpura
Barmer,Pachpadra,Ram Nagar
Barmer,Pachpadra,Ramdeo Nagar
Barmer,Pachpadra,Ramdeopura
Barmer,Pachpadra,Ramseen
Barmer,Pachpadra,Raniya Desipura
Barmer,Pachpadra,Raniyasar
Barmer,Pachpadra,Ratanada
Barmer,Pachpadra,Rawali Dhani
Barmer,Pachpadra,Rawli Dhani
Barmer,Pachpadra,Reenchholi
Barmer,Pachpadra,Rewara Asiyan
Barmer,Pachpadra,Rewara Barthan
Barmer,Pachpadra,Rewara Jetmalan
Barmer,Pachpadra,Rewara Maiya
Barmer,Pachpadra,Rewara Nayapura
Barmer,Pachpadra,Rewara Sandaycha
Barmer,Pachpadra,Rewara Sodha
Barmer,Pachpadra,Rikarlai
Barmer,Pachpadra,Roopadevi
Barmer,Pachpadra,Rorwa Kalan
Barmer,Pachpadra,Rorwa Khurd
Barmer,Pachpadra,Sadulpura
Barmer,Pachpadra,Sagaranari
Barmer,Pachpadra,Sahib Nagar
Barmer,Pachpadra,Sajiyali Moolraj - Ii
Barmer,Pachpadra,Sajiyali Moolraj(Kyar)
Barmer,Pachpadra,Sajiyali Padamsingh - I
Barmer,Pachpadra,Sajiyali Padamsingh(Kanthwara)
Barmer,Pachpadra,Sajiyali Roopji(Kanthwara)
Barmer,Pachpadra,Sajiyali Roopji(Rajaberi)
Barmer,Pachpadra,Sambhra
Barmer,Pachpadra,Sankhlon Ki Dhani
Barmer,Pachpadra,Sarana
Barmer,Pachpadra,Sarnon Ki Beri
Barmer,Pachpadra,Sarwari
Barmer,Pachpadra,Sathuni Charnan
Barmer,Pachpadra,Sathuni Purohitan
Barmer,Pachpadra,Seetli
Barmer,Pachpadra,Shivnagri
Barmer,Pachpadra,Shivnathpura
Barmer,Pachpadra,Shobhawas
Barmer,Pachpadra,Shri Kheteshwar Brahmdham Tirth
Barmer,Pachpadra,Simaliya
Barmer,Pachpadra,Simarkhiya
Barmer,Pachpadra,Sindhiyon Ki Dhani
Barmer,Pachpadra,Sinli Chauseera
Barmer,Pachpadra,Sinli Jageer
Barmer,Pachpadra,Sodhon Ki Dhani
Barmer,Pachpadra,Sonkaro Ki Beri
Barmer,Pachpadra,Soorpura
Barmer,Pachpadra,Soorsingh Ka Dhana
Barmer,Pachpadra,Sultan Nagar
Barmer,Chohtan,Leelsar Dakhnad
Barmer,Chohtan,Lidiyala
Barmer,Chohtan,Lomrodon Ka Tala
Barmer,Chohtan,Loombasar
Barmer,Chohtan,Machron Ka Tala
Barmer,Chohtan,Madawao
Barmer,Chohtan,Madhuri Ka Tala
Barmer,Chohtan,Mahadevpura
Barmer,Chohtan,Mahendrapura
Barmer,Chohtan,Majnani
Barmer,Chohtan,Malei Ka Tala
Barmer,Chohtan,Maluk Ka Tala
Barmer,Chohtan,Manasar
Barmer,Chohtan,Mandasar
Barmer,Chohtan,Mandirwala
Barmer,Chohtan,Mandon Ki Beri
Barmer,Chohtan,Manglasar
Barmer,Chohtan,Manjhi Ka Tala
Barmer,Chohtan,Manpura
Barmer,Chohtan,Mantunda
Barmer,Chohtan,Mate Ka Tala
Barmer,Chohtan,Meethe Ka Tala
Barmer,Chohtan,Meethi Nadi
Barmer,Chohtan,Meethri
Barmer,Chohtan,Meghasar
Barmer,Chohtan,Meghpura
Barmer,Chohtan,Meghsingh Ki Dhani
Barmer,Chohtan,Mehrangadh
Barmer,Chohtan,Mithabera
Barmer,Chohtan,Mitharaoo
Barmer,Chohtan,Miyazal Ki Beri
Barmer,Chohtan,Miyen Ka Tala
Barmer,Chohtan,Mogawa
Barmer,Chohtan,Moolani
Barmer,Chohtan,Moti Ki Beri
Barmer,Chohtan,Mudhon Ka Tal
Barmer,Chohtan,Mukne Ka Tala
Barmer,Chohtan,Nagodar Ki Basti
Barmer,Chohtan,Nandram Ki Dhani
Barmer,Chohtan,Naroniyon Ka Tala
Barmer,Chohtan,Naseer Ki Dhani
Barmer,Chohtan,Nawapura
Barmer,Chohtan,Nawatala Bakhasar
Barmer,Chohtan,Nawatala Jaitmalan
Barmer,Chohtan,Nawatala Rathoran
Barmer,Chohtan,Naya Bhojriya
Barmer,Chohtan,Neembali
Barmer,Chohtan,Nehron Ka Tala
Barmer,Chohtan,Nehron Ki Basti
Barmer,Chohtan,Nehron Ki Nari
Barmer,Chohtan,Netrar
Barmer,Chohtan,Nimbala
Barmer,Chohtan,Nohariyon Ki Basti
Barmer,Chohtan,Ogala
Barmer,Chohtan,Ojiya
Barmer,Chohtan,Pabuberi
Barmer,Chohtan,Pabudanpura
Barmer,Chohtan,Padmani
Barmer,Chohtan,Pancharla
Barmer,Chohtan,Pandarwali
Barmer,Chohtan,Pandhi Ka Niwan
Barmer,Chohtan,Panoniyon Ki Dhani
Barmer,Chohtan,Panoriya
Barmer,Chohtan,Parariya
Barmer,Chohtan,Pawariya
Barmer,Chohtan,Pawdon Ka Tala
Barmer,Chohtan,Peepli Beri
Barmer,Chohtan,Peeru Ka Tala
Barmer,Chohtan,Phagliya
Barmer,Chohtan,Phagloo Ka Tala
Barmer,Chohtan,Pingalpura
Barmer,Chohtan,Pokrasar
Barmer,Chohtan,Poonjasar
Barmer,Chohtan,Poshal
Barmer,Chohtan,Prabhat Nagar
Bhilwara,Mandalgarh,Achala Ji Ka Khera
Bhilwara,Mandalgarh,Ajeetpura
Bhilwara,Mandalgarh,Amartiya
Bhilwara,Mandalgarh,Amli
Bhilwara,Mandalgarh,Ampura
Bhilwara,Mandalgarh,Anando Ka Khera
Bhilwara,Mandalgarh,Anwasa
Bhilwara,Mandalgarh,Badanpura
Bhilwara,Mandalgarh,Bageed
Bhilwara,Mandalgarh,Bagthala
Bhilwara,Mandalgarh,Bakhatpura
Bhilwara,Mandalgarh,Baldarkha
Bhilwara,Mandalgarh,Baroo Khera
Bhilwara,Mandalgarh,Baroondni
Bhilwara,Mandalgarh,Beekran
Bhilwara,Mandalgarh,Beeliya
Bhilwara,Mandalgarh,Beer Ka Khera
Bhilwara,Mandalgarh,Beethalpura
Bhilwara,Mandalgarh,Bhand Ka Khera
Bhilwara,Mandalgarh,Bharenda
Bhilwara,Mandalgarh,Bharji Ka Khera
Bhilwara,Mandalgarh,Bharliya
Bhilwara,Mandalgarh,Bhat Kheri
Bhilwara,Mandalgarh,Bhawani Singh Ka Khera
Bhilwara,Mandalgarh,Bhopalgarh
Bhilwara,Mandalgarh,Bigod
Bhilwara,Mandalgarh,Biharipura
Bhilwara,Mandalgarh,Bilod
Bhilwara,Mandalgarh,Chainpuriya
Bhilwara,Mandalgarh,Chainpuriya @ Theekariya
Bhilwara,Mandalgarh,Chandpura
Bhilwara,Mandalgarh,Charan Kheri @ Sopura
Bhilwara,Mandalgarh,Chawandiya
Bhilwara,Mandalgarh,Chitoriya
Bhilwara,Mandalgarh,Dalsingh Ji Ka Khera
Bhilwara,Mandalgarh,Damti
Bhilwara,Mandalgarh,Danji Ka Khera
Bhilwara,Mandalgarh,Daulji Ka Khera
Bhilwara,Mandalgarh,Deogarh
Bhilwara,Mandalgarh,Deoli Ki Noon
Bhilwara,Mandalgarh,Deopura
Bhilwara,Mandalgarh,Deopura
Bhilwara,Mandalgarh,Deopuriya
Bhilwara,Mandalgarh,Devi Singh Ka Khera
Bhilwara,Mandalgarh,Devipura
Bhilwara,Mandalgarh,Dewaliya
Bhilwara,Mandalgarh,Dhakar Kheri
Bhilwara,Mandalgarh,Dhakarkheri
Bhilwara,Mandalgarh,Dhaman Gati
Bhilwara,Mandalgarh,Dhamniya
Bhilwara,Mandalgarh,Dhanwara
Bhilwara,Mandalgarh,Dhool Khera
Bhilwara,Mandalgarh,Dhorela
Bhilwara,Mandalgarh,Dolpura
Bhilwara,Mandalgarh,Dudaji Ka Khera
Bhilwara,Mandalgarh,Fatehpura
Bhilwara,Mandalgarh,Ganeshpura
Bhilwara,Mandalgarh,Gariyan
Bhilwara,Mandalgarh,Genoli
Bhilwara,Mandalgarh,Gopalpura
Barmer,Pachpadra,Suraj Bera
Barmer,Pachpadra,Tapra
Barmer,Pachpadra,Temawas
Barmer,Pachpadra,Thanmali Nath
Barmer,Pachpadra,Thob
Barmer,Pachpadra,Thoombli
Barmer,Pachpadra,Thoriyon Ki Dhani
Barmer,Pachpadra,Tibaniya
Barmer,Pachpadra,Tilwara
Barmer,Pachpadra,Tirsingri Sodha
Barmer,Pachpadra,Tisingri Chauhanan
Barmer,Pachpadra,Umarlai Jageer
Barmer,Pachpadra,Umarlai Khalsa
Barmer,Pachpadra,Variya (Bhagji)
Barmer,Pachpadra,Variya Tagji
Barmer,Pachpadra,Variya Varecha
Barmer,Pachpadra,Veelon Ki Dhani
Barmer,Pachpadra,Virdhaniyon Ki Dhani
Barmer,Pachpadra,Wagtaniyon Ki Dhani
Barmer,Pachpadra,Wariyon Ki Dhani
Barmer,Chohtan,Prem Nagar
Barmer,Chohtan,Prem Singh Ki Dhani
Barmer,Chohtan,Puroniyon Ka Tala
Barmer,Chohtan,Rabasar
Barmer,Chohtan,Rajeev Nagar
Barmer,Chohtan,Rajgarh
